Date,AAPL,AMZN,BRK-B,GOOG,GOOGL,JNJ,MSFT,TSLA,UNH,XOM
1/14/2013,16.99149895,13.70513058,105.7845612,21.88728333,22.52347183,63.73844528,22.12828064,9.051959038,52.88372803,57.37070847
1/15/2013,16.60652351,12.88831711,104.1467667,20.96447563,21.56843567,62.63728333,20.81060028,8.540398598,50.92982864,57.37971115
1/16/2013,16.53962326,12.63653374,103.7286301,20.64385033,21.30227661,62.2973938,20.39759064,8.414243698,50.21986771,57.21406174
1/17/2013,16.62364388,12.72109795,104.1560364,20.71123505,21.46145821,62.74335861,20.63039017,8.432341576,50.76272202,57.36386108
1/18/2013,16.73076248,12.61408997,104.5593109,20.72468567,21.48480797,63.09292221,20.79673576,8.597247124,51.05366898,57.49376297
1/22/2013,16.49991798,12.1396389,103.7509995,20.23111534,20.91327477,62.55617142,20.09162331,8.391946793,50.03502655,57.61299896
1/23/2013,16.94296837,11.64077854,104.6544952,19.90497208,20.87963867,62.66994858,19.89978409,8.651288986,50.04681396,57.49467468
1/24/2013,17.29994965,12.44912529,106.3850327,20.92285728,22.03138351,64.52353668,21.72546577,8.405846596,51.99609756,57.76443863
1/25/2013,17.31940079,11.92730427,105.4893951,20.40672112,21.41882515,63.76440048,21.03388405,8.292597771,51.12938309,57.80436325
1/28/2013,17.30533409,11.91370773,105.6840439,20.42272758,21.39318848,63.92263031,21.10029411,8.427469254,51.38447952,57.98565292
1/29/2013,17.34828568,12.31008625,106.0507736,20.66720963,21.67620277,64.36515045,21.52959442,8.526312828,52.20196915,57.93611145
1/30/2013,16.70059967,12.01192474,104.4689713,20.4236412,21.18566132,63.4146843,20.40548897,8.261426926,50.53951645,58.19289017
1/31/2013,16.84411049,12.93261623,104.9756699,21.02415466,21.85541534,64.00984192,21.41615295,8.328772545,51.95172882,57.85129547
2/1/2013,17.09964371,13.24265099,105.4652634,21.12791824,22.01405907,64.08940125,21.67282104,8.659944534,52.70352173,57.47322845
2/4/2013,17.27485657,12.9943819,105.4969635,20.94685555,21.9653759,63.8347435,21.39673996,8.628580093,52.10152054,57.24173737
2/5/2013,17.43401527,13.11960125,105.7163239,20.85355949,22.0040741,63.83200073,21.40348053,8.695290565,52.42472839,57.0147171
2/6/2013,17.49127007,12.98697472,106.4007111,20.96648407,22.1934433,64.23962402,21.60952187,8.759010315,52.65857697,57.3065033
2/7/2013,17.5079422,12.78778362,106.4514389,20.87490654,22.07441139,64.1052475,21.39363861,8.87451458,52.42708588,57.29663467
2/8/2013,17.53699684,12.94636917,106.1619415,20.94636345,22.17679977,63.48120117,21.16572762,8.977601051,51.96748352,56.75952911
2/11/2013,17.65668869,13.41783047,107.0918121,21.52049065,22.77455521,64.17686462,22.17152405,9.083903313,53.10221863,56.66117096
2/12/2013,17.83511734,13.26561928,107.3001556,21.44560814,22.71325493,64.18835449,22.40060234,9.17164135,53.35643768,56.5345192
2/13/2013,17.84376907,13.00125217,107.0574265,21.26948738,22.50613976,63.87923813,22.10017014,9.201126099,52.93237686,56.5355072
2/14/2013,17.89398766,13.31911945,107.5784454,21.6160717,22.83894157,64.38760376,22.76361084,9.239796638,53.75746918,56.61683655
2/15/2013,17.99335098,13.35544014,108.1237106,21.78746605,22.97568512,64.57933044,23.06287766,9.463295937,54.08913422,56.6314621
2/19/2013,17.8659668,13.17958832,107.7309036,21.63320541,22.81643105,64.34289551,22.76547813,9.331922531,53.44141388,56.66738892
2/20/2013,17.66203499,13.37559414,107.7491913,22.02064133,23.11152458,64.79833221,23.08918381,9.043679237,53.31331635,57.19016647
2/21/2013,17.29731369,13.42737007,105.7702789,21.67482758,22.55205154,63.62529373,21.87610245,8.904959679,52.01044846,57.02173615
